,path,img_names,label
46,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000345/0000002.jpg,0000002.jpg,0003_0000345
47,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000345/0000003.jpg,0000003.jpg,0003_0000345
48,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000345/0000013.jpg,0000013.jpg,0003_0000345
49,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000345/0000006.jpg,0000006.jpg,0003_0000345
50,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000345/0000012.jpg,0000012.jpg,0003_0000345
51,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000345/0000004.jpg,0000004.jpg,0003_0000345
52,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000345/0000010.jpg,0000010.jpg,0003_0000345
53,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000345/0000011.jpg,0000011.jpg,0003_0000345
54,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000345/0000005.jpg,0000005.jpg,0003_0000345
55,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000345/0000008.jpg,0000008.jpg,0003_0000345
56,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000345/0000009.jpg,0000009.jpg,0003_0000345
57,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000345/0003_0000345_script.jpg,0003_0000345_script.jpg,0003_0000345
58,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000375/0000000.jpg,0000000.jpg,0003_0000375
59,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000375/0000006.jpg,0000006.jpg,0003_0000375
60,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000375/0000011.jpg,0000011.jpg,0003_0000375
61,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000375/0003_0000375_script.jpg,0003_0000375_script.jpg,0003_0000375
62,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000375/0000008.jpg,0000008.jpg,0003_0000375
63,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000386/0000001.jpg,0000001.jpg,0003_0000386
64,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000386/0003_0000386_script.jpg,0003_0000386_script.jpg,0003_0000386
65,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000386/0000007.jpg,0000007.jpg,0003_0000386
66,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000372/0000001.jpg,0000001.jpg,0003_0000372
67,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000372/0000000.jpg,0000000.jpg,0003_0000372
68,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000372/0000007.jpg,0000007.jpg,0003_0000372
69,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000372/0000010.jpg,0000010.jpg,0003_0000372
70,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000372/0000005.jpg,0000005.jpg,0003_0000372
71,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000372/0000009.jpg,0000009.jpg,0003_0000372
72,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000372/0003_0000372_script.jpg,0003_0000372_script.jpg,0003_0000372
73,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000344/0000000.jpg,0000000.jpg,0003_0000344
74,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000344/0003_0000344_script.jpg,0003_0000344_script.jpg,0003_0000344
75,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000343/0003_0000343_script.jpg,0003_0000343_script.jpg,0003_0000343
76,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000343/0000001.jpg,0000001.jpg,0003_0000343
77,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000343/0000000.jpg,0000000.jpg,0003_0000343
78,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000343/0000002.jpg,0000002.jpg,0003_0000343
79,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000343/0000007.jpg,0000007.jpg,0003_0000343
80,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000343/0000006.jpg,0000006.jpg,0003_0000343
81,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000343/0000004.jpg,0000004.jpg,0003_0000343
82,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000343/0000010.jpg,0000010.jpg,0003_0000343
83,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000343/0000005.jpg,0000005.jpg,0003_0000343
84,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000343/0003_0000343_script_2.jpg,0003_0000343_script_2.jpg,0003_0000343
85,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000343/0003_0000343_script_3.jpg,0003_0000343_script_3.jpg,0003_0000343
86,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000343/0000008.jpg,0000008.jpg,0003_0000343
87,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000361/0000000.jpg,0000000.jpg,0003_0000361
88,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000361/0003_0000361_script.jpg,0003_0000361_script.jpg,0003_0000361
89,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000359/0000000.jpg,0000000.jpg,0003_0000359
90,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000359/0000009.jpg,0000009.jpg,0003_0000359
91,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000359/0003_0000359_script.jpg,0003_0000359_script.jpg,0003_0000359
92,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000359/0003_0000359_script_2.jpg,0003_0000359_script_2.jpg,0003_0000359
93,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000392/0000007.jpg,0000007.jpg,0003_0000392
94,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000392/0003_0000392_script.jpg,0003_0000392_script.jpg,0003_0000392
95,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000356/0000001.jpg,0000001.jpg,0003_0000356
96,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000356/0000002.jpg,0000002.jpg,0003_0000356
97,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000356/0000003.jpg,0000003.jpg,0003_0000356
98,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000356/0000007.jpg,0000007.jpg,0003_0000356
99,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000356/0000006.jpg,0000006.jpg,0003_0000356
100,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000356/0000004.jpg,0000004.jpg,0003_0000356
101,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000356/0000010.jpg,0000010.jpg,0003_0000356
102,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000356/0000011.jpg,0000011.jpg,0003_0000356
103,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000356/0000005.jpg,0000005.jpg,0003_0000356
104,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000356/0003_0000356_script_2.jpg,0003_0000356_script_2.jpg,0003_0000356
105,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000356/0003_0000356_script.jpg,0003_0000356_script.jpg,0003_0000356
106,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000356/0000008.jpg,0000008.jpg,0003_0000356
107,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000356/0000009.jpg,0000009.jpg,0003_0000356
108,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000360/0003_0000360_script.jpg,0003_0000360_script.jpg,0003_0000360
109,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000360/0000010.jpg,0000010.jpg,0003_0000360
110,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000360/0000008.jpg,0000008.jpg,0003_0000360
111,/Users/sharduljanaskar/Documents/face_classification/trainset/0003/0003_0000360/0000009.jpg,0000009.jpg,0003_0000360
112,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000525/0000000.jpg,0000000.jpg,0005_0000525
113,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000525/0000007.jpg,0000007.jpg,0005_0000525
114,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000525/0000010.jpg,0000010.jpg,0005_0000525
115,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000525/0000011.jpg,0000011.jpg,0005_0000525
116,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000525/0000005.jpg,0000005.jpg,0005_0000525
117,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000525/0000008.jpg,0000008.jpg,0005_0000525
118,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000525/0005_0000525_script.jpg,0005_0000525_script.jpg,0005_0000525
119,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000513/0000000.jpg,0000000.jpg,0005_0000513
120,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000513/0000005.jpg,0000005.jpg,0005_0000513
121,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000513/0005_0000513_script.jpg,0005_0000513_script.jpg,0005_0000513
122,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000512/0000006.jpg,0000006.jpg,0005_0000512
123,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000512/0005_0000512_script.jpg,0005_0000512_script.jpg,0005_0000512
124,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000451/0000006.jpg,0000006.jpg,0005_0000451
125,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000451/0005_0000451_script.jpg,0005_0000451_script.jpg,0005_0000451
126,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000450/0005_0000450_script.jpg,0005_0000450_script.jpg,0005_0000450
127,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000450/0000004.jpg,0000004.jpg,0005_0000450
128,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000486/0000001.jpg,0000001.jpg,0005_0000486
129,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000486/0000002.jpg,0000002.jpg,0005_0000486
130,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000486/0000006.jpg,0000006.jpg,0005_0000486
131,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000486/0000005.jpg,0000005.jpg,0005_0000486
132,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000486/0005_0000486_script.jpg,0005_0000486_script.jpg,0005_0000486
133,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000475/0000002.jpg,0000002.jpg,0005_0000475
134,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000475/0000007.jpg,0000007.jpg,0005_0000475
135,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000475/0000010.jpg,0000010.jpg,0005_0000475
136,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000475/0000011.jpg,0000011.jpg,0005_0000475
137,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000475/0000008.jpg,0000008.jpg,0005_0000475
138,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000475/0000009.jpg,0000009.jpg,0005_0000475
139,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000475/0005_0000475_script.jpg,0005_0000475_script.jpg,0005_0000475
140,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000487/0000000.jpg,0000000.jpg,0005_0000487
141,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000487/0005_0000487_script.jpg,0005_0000487_script.jpg,0005_0000487
142,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000530/0000001.jpg,0000001.jpg,0005_0000530
143,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000530/0000002.jpg,0000002.jpg,0005_0000530
144,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000530/0000007.jpg,0000007.jpg,0005_0000530
145,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000530/0000004.jpg,0000004.jpg,0005_0000530
146,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000530/0000010.jpg,0000010.jpg,0005_0000530
147,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000530/0000005.jpg,0000005.jpg,0005_0000530
148,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000530/0005_0000530_script.jpg,0005_0000530_script.jpg,0005_0000530
149,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000530/0000008.jpg,0000008.jpg,0005_0000530
150,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000537/0000001.jpg,0000001.jpg,0005_0000537
151,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000537/0000000.jpg,0000000.jpg,0005_0000537
152,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000537/0000002.jpg,0000002.jpg,0005_0000537
153,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000537/0000007.jpg,0000007.jpg,0005_0000537
154,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000537/0005_0000537_script.jpg,0005_0000537_script.jpg,0005_0000537
155,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000509/0000002.jpg,0000002.jpg,0005_0000509
156,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000509/0000006.jpg,0000006.jpg,0005_0000509
157,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000509/0000005.jpg,0000005.jpg,0005_0000509
158,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000509/0005_0000509_script.jpg,0005_0000509_script.jpg,0005_0000509
159,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000536/0000003.jpg,0000003.jpg,0005_0000536
160,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000536/0005_0000536_script.jpg,0005_0000536_script.jpg,0005_0000536
161,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000519/0005_0000519_script.jpg,0005_0000519_script.jpg,0005_0000519
162,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000519/0000003.jpg,0000003.jpg,0005_0000519
163,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000519/0000009.jpg,0000009.jpg,0005_0000519
164,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000510/0000000.jpg,0000000.jpg,0005_0000510
165,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000510/0000007.jpg,0000007.jpg,0005_0000510
166,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000510/0000005.jpg,0000005.jpg,0005_0000510
167,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000510/0005_0000510_script.jpg,0005_0000510_script.jpg,0005_0000510
168,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000510/0000008.jpg,0000008.jpg,0005_0000510
169,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000542/0000006.jpg,0000006.jpg,0005_0000542
170,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000542/0000010.jpg,0000010.jpg,0005_0000542
171,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000542/0005_0000542_script.jpg,0005_0000542_script.jpg,0005_0000542
172,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000516/0000007.jpg,0000007.jpg,0005_0000516
173,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000516/0000004.jpg,0000004.jpg,0005_0000516
174,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000516/0005_0000516_script.jpg,0005_0000516_script.jpg,0005_0000516
175,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000455/0005_0000455_script.jpg,0005_0000455_script.jpg,0005_0000455
176,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000455/0000006.jpg,0000006.jpg,0005_0000455
177,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000455/0005_0000455_script_2.jpg,0005_0000455_script_2.jpg,0005_0000455
178,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000452/0000000.jpg,0000000.jpg,0005_0000452
179,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000452/0005_0000452_script.jpg,0005_0000452_script.jpg,0005_0000452
180,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000464/0000000.jpg,0000000.jpg,0005_0000464
181,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000464/0000011.jpg,0000011.jpg,0005_0000464
182,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000464/0005_0000464_script.jpg,0005_0000464_script.jpg,0005_0000464
183,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000463/0000000.jpg,0000000.jpg,0005_0000463
184,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000463/0005_0000463_script.jpg,0005_0000463_script.jpg,0005_0000463
185,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000497/0000001.jpg,0000001.jpg,0005_0000497
186,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000497/0000002.jpg,0000002.jpg,0005_0000497
187,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000497/0005_0000497_script.jpg,0005_0000497_script.jpg,0005_0000497
188,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000437/0000000.jpg,0000000.jpg,0005_0000437
189,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000437/0005_0000437_script.jpg,0005_0000437_script.jpg,0005_0000437
190,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000439/0000003.jpg,0000003.jpg,0005_0000439
191,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000439/0000006.jpg,0000006.jpg,0005_0000439
192,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000439/0000008.jpg,0000008.jpg,0005_0000439
193,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000439/0005_0000439_script.jpg,0005_0000439_script.jpg,0005_0000439
194,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000449/0005_0000449_script.jpg,0005_0000449_script.jpg,0005_0000449
195,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000449/0000006.jpg,0000006.jpg,0005_0000449
196,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000478/0000003.jpg,0000003.jpg,0005_0000478
197,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000478/0005_0000478_script.jpg,0005_0000478_script.jpg,0005_0000478
198,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000532/0005_0000532_script.jpg,0005_0000532_script.jpg,0005_0000532
199,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000532/0000004.jpg,0000004.jpg,0005_0000532
200,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000503/0000001.jpg,0000001.jpg,0005_0000503
201,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000503/0000002.jpg,0000002.jpg,0005_0000503
202,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000503/0005_0000503_script_2.jpg,0005_0000503_script_2.jpg,0005_0000503
203,/Users/sharduljanaskar/Documents/face_classification/trainset/0005/0005_0000503/0005_0000503_script.jpg,0005_0000503_script.jpg,0005_0000503
204,/Users/sharduljanaskar/Documents/face_classification/trainset/0002/0002_0000313/0000000.jpg,0000000.jpg,0002_0000313
205,/Users/sharduljanaskar/Documents/face_classification/trainset/0002/0002_0000313/0002_0000313_script.jpg,0002_0000313_script.jpg,0002_0000313
206,/Users/sharduljanaskar/Documents/face_classification/trainset/0002/0002_0000324/0000000.jpg,0000000.jpg,0002_0000324
207,/Users/sharduljanaskar/Documents/face_classification/trainset/0002/0002_0000324/0000002.jpg,0000002.jpg,0002_0000324
208,/Users/sharduljanaskar/Documents/face_classification/trainset/0002/0002_0000324/0002_0000324_script.jpg,0002_0000324_script.jpg,0002_0000324
209,/Users/sharduljanaskar/Documents/face_classification/trainset/0002/0002_0000308/0000001.jpg,0000001.jpg,0002_0000308
210,/Users/sharduljanaskar/Documents/face_classification/trainset/0002/0002_0000308/0000000.jpg,0000000.jpg,0002_0000308
211,/Users/sharduljanaskar/Documents/face_classification/trainset/0002/0002_0000308/0000002.jpg,0000002.jpg,0002_0000308
212,/Users/sharduljanaskar/Documents/face_classification/trainset/0002/0002_0000308/0000003.jpg,0000003.jpg,0002_0000308
213,/Users/sharduljanaskar/Documents/face_classification/trainset/0002/0002_0000308/0000007.jpg,0000007.jpg,0002_0000308
214,/Users/sharduljanaskar/Documents/face_classification/trainset/0002/0002_0000308/0000006.jpg,0000006.jpg,0002_0000308
215,/Users/sharduljanaskar/Documents/face_classification/trainset/0002/0002_0000308/0000004.jpg,0000004.jpg,0002_0000308
216,/Users/sharduljanaskar/Documents/face_classification/trainset/0002/0002_0000308/0000010.jpg,0000010.jpg,0002_0000308
217,/Users/sharduljanaskar/Documents/face_classification/trainset/0002/0002_0000308/0000011.jpg,0000011.jpg,0002_0000308
218,/Users/sharduljanaskar/Documents/face_classification/trainset/0002/0002_0000308/0000005.jpg,0000005.jpg,0002_0000308
